"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/1/Sanitario","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","facebooks/0","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","twitters/0","url","website","youtubes/0"
,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,"true",,,"true","true",,"true",,,,,,,,,,,"Eduardo Rodríguez 455, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","868330200350145203","Rauch","false","AR",,,,,,"0x959727e3fa1d7eef:0xc0cedb7739d3ab3",,"https://lh3.googleusercontent.com/p/AF1QipMSQJxOdo0-jrXgQJHFHvr9Dxd650BTNs65Iczb=w426-h240-k-no","23",,,"false","/g/11lld478z0","es-419",,"-36.7761875","-59.1009302",,"domingo","Cerrado","lunes","Cerrado","martes","Cerrado","miércoles","3:30 to 8 PM","jueves","4 to 8 PM","viernes","4 to 8 PM","sábado","4 to 8 PM","false","+54 249 402-8802","+542494028802",,,,,,,,"ChIJ734d-uMnl5URszqdc7ftDAw","B7203",,"64",,"7","7","0","0","0","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Eduardo Rodríguez 455","false","""Las Canarias""","5",,"https://www.google.com/maps/search/?api=1&query=%22Las%20Canarias%22&query_place_id=ChIJ734d-uMnl5URszqdc7ftDAw",,
,,,,,,"true",,,,,,"true",,,,,,,,,,"true",,,,"true","true",,,,,,,,,,,,,,,"AQA, Cnel. Suárez 77, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","17783402665899444064","Rauch","true","AR",,,,,,"0x9597276907b62199:0xf6cb56810eabc760",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5cBxTGgREGnCSItuYRRy4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=70.60146&pitch=0&thumbfov=100","3",,,"false","/g/11bbrmdy_8","es-419",,"-36.7764886","-59.089131",,,,,,,,,,,,,,,,"false","+54 2297 44-0609","+542297440609",,,,,,,,"ChIJmSG2B2knl5URYMerDoFWy_Y","B7203",,"62",,"0",,,,,,"2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","AQA, Cnel. Suárez 77","false","In Situ",,,"https://www.google.com/maps/search/?api=1&query=In%20Situ&query_place_id=ChIJmSG2B2knl5URYMerDoFWy_Y",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Pres. Juan Domingo Perón 380, B7203BIQ Rauch, Provincia de Buenos Aires, Argentina","Tienda de regalos",,,,"Tienda de regalos","2682451670812815076","Rauch","true","AR",,,,,,"0x959727007dc54473:0x2539fb9515f36ee4",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-tx4uPfVAxVdE_DvH0lTLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.570824&pitch=0&thumbfov=100","1",,,"false","/g/11xf3m3q00","es-419",,"-36.7706839","-59.0926655",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJc0TFfQAnl5UR5G7zFZX7OSU","B7203",,"63",,"0",,,,,,"2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. Pres. Juan Domingo Perón 380","false","Imaginarte",,,"https://www.google.com/maps/search/?api=1&query=Imaginarte&query_place_id=ChIJc0TFfQAnl5UR5G7zFZX7OSU",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","13311137810766412068","Rauch","true","AR",,,,,,"0x9597276dbe3f96c1:0xb8baa9503f00b924",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tjLKNqhxYjIvJiR4-AA42A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=108.36749&pitch=0&thumbfov=100","1",,,"false","/g/11w2_ntf4d","es-419",,"-36.7813174","-59.0852601",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJwZY_vm0nl5URJLkAP1Cpurg",,,"61",,"0",,,,,,"2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires",,"false","Mini Mercado El Haragán",,,"https://www.google.com/maps/search/?api=1&query=Mini%20Mercado%20El%20Harag%C3%A1n&query_place_id=ChIJwZY_vm0nl5URJLkAP1Cpurg",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Garralda 556, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de artículos para el hogar",,,,"Tienda de artículos para el hogar","15956130281364922954","Rauch","false","AR",,,,,,"0x959727b8528762a3:0xdd6f8ff3a29c224a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GKHXmSl-9_7rQj4WLy2q0w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.65654&pitch=0&thumbfov=100","1",,,"false","/g/11l5ns321r","es-419",,"-36.7746114","-59.0907903",,"domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 3:30 to 8 PM","martes","8:30 AM to 12:30 PM, 3:30 to 8 PM","miércoles","8:30 AM to 12:30 PM, 3:30 to 8 PM","jueves","8:30 AM to 12:30 PM, 3:30 to 8 PM","viernes","8:30 AM to 12:30 PM, 3:30 to 8 PM","sábado","8:30 AM to 12:30 PM, 3:30 to 8 PM","false",,,,,,,,,,"ChIJo2KHUrgnl5URSiKcovOPb90","B7203",,"93",,"2","1","1","0","0","0","2025-06-15T22:40:54.615Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Garralda 556","false","BRILLOS","4.5",,"https://www.google.com/maps/search/?api=1&query=BRILLOS&query_place_id=ChIJo2KHUrgnl5URSiKcovOPb90",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,"Cnel. Suárez 299-201, B7203 AQE, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","4604802761365134198","AQE","true","AR",,,,,,"0x959727d245c0668d:0x3fe78bb6d3e81b76",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qxud4oQKvlorITC4TEjtMA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.55923&pitch=0&thumbfov=100","1",,,"false","/g/11r1s8ryph","es-419",,"-36.7780877","-59.08722",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJjWbARdInl5URdhvo07aL5z8","B7203",,"87",,"0",,,,,,"2025-06-15T22:40:54.614Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Cnel. Suárez 299-201","false","Amarula rauch",,,"https://www.google.com/maps/search/?api=1&query=Amarula%20rauch&query_place_id=ChIJjWbARdInl5URdhvo07aL5z8",,
,,,,,,"true",,,,,,"true",,,,,,,,,,"true",,,,"true","true",,,,,,,,,,,,,,,"Av. San Martín 341, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","3273548365502270765","Rauch","true","AR",,,,,,"0x95972768618ded3d:0x2d6dfae4f8d2cd2d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3hZdJwzUq_nD9Cq68AoExQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.82248&pitch=0&thumbfov=100","1",,,"false","/g/11bbrh50v7","es-419",,"-36.7768972","-59.0917087",,,,,,,,,,,,,,,,"false","+54 2297 44-3696","+542297443696",,,,,,,,"ChIJPe2NYWgnl5URLc3S-OT6bS0","B7203",,"89",,"0",,,,,,"2025-06-15T22:40:54.614Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. San Martín 341","false","Perfumeria Santa Rosa",,,"https://www.google.com/maps/search/?api=1&query=Perfumeria%20Santa%20Rosa&query_place_id=ChIJPe2NYWgnl5URLc3S-OT6bS0",,
,"false",,,,,"true",,,,"true",,,,,"true",,,,,,"true",,,,"true",,,"true","true",,"true",,,,,,,,,,,"Av. Matheu 74 B7203BBN, B7203BBN Rauch, Provincia de Buenos Aires, Argentina","Carnicería",,,,"Carnicería","14816919843264553567","Rauch","false","AR",,,,,,"0x9597275794a0892b:0xcda046181338625f",,"https://lh3.googleusercontent.com/p/AF1QipM59aSmqODRXnBDBqE0IybBjt1C4fDWJ33VP-ZP=w408-h306-k-no","82",,,"false","/g/11f6y4jf12","es-419",,"-36.7795559","-59.0931153",,"domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 5:30 to 8:30 PM","martes","8:30 AM to 12:30 PM, 5:30 to 8:30 PM","miércoles","8:30 AM to 12:30 PM, 5:30 to 8:30 PM","jueves","8:30 AM to 12:30 PM, 5:30 to 8:30 PM","viernes","8:30 AM to 12:30 PM, 5:30 to 8:30 PM","sábado","8:30 AM to 12:30 PM, 5:30 to 8:30 PM","false","+54 249 457-8111","+542494578111",,,,,,,,"ChIJK4mglFcnl5URX2I4ExhGoM0","B7203",,"86",,"28","25","3","0","0","0","2025-06-15T22:40:54.614Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. Matheu 74 B7203BBN","false","El Safa","4.9",,"https://www.google.com/maps/search/?api=1&query=El%20Safa&query_place_id=ChIJK4mglFcnl5URX2I4ExhGoM0",,
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. Pres. Juan Domingo Perón, B7203BIP Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","14323446984869148600","Rauch","true","AR",,,,,,"0x95972742e38650e5:0xc6c71b24d443f7b8",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OZPvM_Ix_c9g83kwrGSdYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.799625&pitch=0&thumbfov=100","1",,,"false","/g/11x07_htq_","es-419",,"-36.7722847","-59.0907585",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJ5VCG40Inl5URuPdD1CQbx8Y","B7203",,"85",,"0",,,,,,"2025-06-15T22:40:54.614Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. Pres. Juan Domingo Perón","false","Frutas Don Jorge",,,"https://www.google.com/maps/search/?api=1&query=Frutas%20Don%20Jorge&query_place_id=ChIJ5VCG40Inl5URuPdD1CQbx8Y",,
"true",,,"false",,,"true",,,,,,,"true","true",,,,"true",,,"true",,,,"true",,,"true","true",,"true",,,,,,,,,,,"Avenida Perón, Balcarce y, Rauch, Provincia de Buenos Aires, Argentina","Tienda de vinos","Tienda de artículos de cristal","Tienda de bebidas alcohólicas",,"Tienda de vinos","17313382255556926583","Rauch","false","AR",,,,,,"0x9597275cac3ddec9:0xf0457d6e63059c77",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npU1vD5C0C7IgUfkcQIfw00r7PyOCMAStvdBri-SsMLW4aRuRsWGJh5-XKTDu3MehpqRC6pzlfdM7IPxK0Cy_Nr09_s1efmpqCU0vtvD2kUwebUCuo9f-2E_dY0HuptChrHZ4H6Lg=w408-h306-k-no","180",,,"false","/g/11bzs12z5x","es-419",,"-36.7705612","-59.0929643",,"domingo","9 AM to 12:30 PM","lunes","9 AM to 12:30 PM, 4:30 to 9:30 PM","martes","9 AM to 12:30 PM, 4:30 to 9:30 PM","miércoles","9 AM to 12:30 PM, 4:30 to 9:30 PM","jueves","9 AM to 12:30 PM, 4:30 to 9:30 PM","viernes","9 AM to 12:30 PM, 4:30 to 9:30 PM","sábado","9 AM to 12:30 PM, 4:30 to 9:30 PM","false","+54 249 447-7356","+542494477356",,,,,,,,"ChIJyd49rFwnl5URd5wFY259RfA",,,"84",,"75","53","16","0","5","1","2025-06-15T22:40:54.614Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Avenida Perón, Balcarce y","false","Vineria ""El Tonel""","4.6",,"https://www.google.com/maps/search/?api=1&query=Vineria%20%22El%20Tonel%22&query_place_id=ChIJyd49rFwnl5URd5wFY259RfA","http://instagram.com/eltonelvineria",
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Av. San Martín 574, B7203BPS Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentos naturales",,,,"Tienda de alimentos naturales","9170789547323713074","Rauch","true","AR",,,,,,"0x9597270013f9dc41:0x7f4530811e186632",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZA0C4HnrYyJpHrgAYqPNPw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.73701&pitch=0&thumbfov=100","1",,,"false","/g/11wm_zkcsy","es-419",,"-36.7755003","-59.0892895",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJQdz5EwAnl5URMmYYHoEwRX8","B7203BPS",,"83",,"0",,,,,,"2025-06-15T22:40:54.614Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. San Martín 574","false","Mercadito Natural",,,"https://www.google.com/maps/search/?api=1&query=Mercadito%20Natural&query_place_id=ChIJQdz5EwAnl5URMmYYHoEwRX8",,
,,,,,,"true",,,,,,,"true",,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Bolívar 299-201, B7203AKG, B7203 AKG, Provincia de Buenos Aires, Argentina","Tienda de ropa para bebés",,,,"Tienda de ropa para bebés","14108220508052430751","AKG","true","AR",,,,,,"0x9597276bfab6a183:0xc3ca77cdb3589f9f",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrpS0Gi4or1FNCPL87l4D4K5oYGY0TEaYrsjGWMaLdSRHMWru-V9vk80lsBYuBp_6y3Z8qPm4g9W5CBaKrA1Updrz1AOWP1EIkknOLQcAAtrhmAtEEq1iJwFD9pdvV3nZs8VcOS=w412-h240-k-no","3",,,"false","/g/11f3_xcdpq","es-419",,"-36.7770228","-59.0870803",,,,,,,,,,,,,,,,"false","+54 2297 44-3878","+542297443878",,,,,,,,"ChIJg6G2-msnl5URn59Ys813ysM","B7203",,"82",,"1","1","0","0","0","0","2025-06-15T22:40:54.614Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Bolívar 299-201, B7203AKG","false","Upa Mamá","5",,"https://www.google.com/maps/search/?api=1&query=Upa%20Mam%C3%A1&query_place_id=ChIJg6G2-msnl5URn59Ys813ysM",,
"true",,,"true","true",,"true",,,,,,"true",,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,"Av. San Martín 83, B7203BPA Rauch, Provincia de Buenos Aires, Argentina","Supermercado",,,,"Supermercado","3091271381557988726","Rauch","true","AR",,,,,,"0x959727d23f8e4761:0x2ae666f17a184d76",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4noT7FBUDxqT75TzTsmj1CE2cW20-ZpOw4CW1N1DIYkHADyZFNmJs3-UnX_oDWyBRmTt9GkvU8EkfGS_3I-zM94JygQ7vMjKdTubhiLYbaj-BqcmQARkqzoDmCvoAI0_2ogn3OxlOg=w408-h862-k-no","6",,,"false","/g/11jn4_kc1p","es-419",,"-36.7790397","-59.0942454",,"domingo","Cerrado","lunes","8 AM to 9 PM","martes","8 AM to 9 PM","miércoles","8 AM to 9 PM","jueves","8 AM to 9 PM","viernes","8 AM to 9 PM","sábado","8 AM to 9 PM","false",,,,,,,,,,"ChIJYUeOP9Inl5URdk0YevFm5io","B7203",,"50",,"186","122","42","5","12","5","2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. San Martín 83","false","Golopolis","4.5",,"https://www.google.com/maps/search/?api=1&query=Golopolis&query_place_id=ChIJYUeOP9Inl5URdk0YevFm5io",,
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Bartolomé Mitre 248, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","18069655290607953429","Rauch","false","AR",,,,,,"0x959727b5f8510d53:0xfac44fbfea71e615",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYpqMTVNOdtR1aXfc_9UM69GANokf7ZxMu6Rkkp7vSs4ZgE0hdijL8IjjEaHg4mpYrH64tjhwosMWEBFpVGqc_EMg7SQ5Hr-A0caoPU06qCUe8XraLXewTmodY5yVtmyhu-rQ=w408-h544-k-no","7",,,"false","/g/11p70_nyy9","es-419",,"-36.7712303","-59.0902427",,"domingo","Cerrado","lunes","9 AM to 12 PM, 5 to 8 PM","martes","9 AM to 12 PM, 5 to 8 PM","miércoles","9 AM to 12 PM, 5 to 8 PM","jueves","9 AM to 12 PM, 5 to 8 PM","viernes","9 AM to 12 PM, 5 to 8 PM","sábado","9:30 AM to 1 PM, 5 to 8 PM","false","+54 249 450-4352","+542494504352",,,,,,,,"ChIJUw1R-LUnl5URFeZx6r9PxPo","B7203",,"54",,"7","7","0","0","0","0","2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Bartolomé Mitre 248","false","D-CHOC","5",,"https://www.google.com/maps/search/?api=1&query=D-CHOC&query_place_id=ChIJUw1R-LUnl5URFeZx6r9PxPo",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letamendi 440, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","13791242076311616483","Rauch","true","AR",,,,,,"0x959727691b946c6d:0xbf64559969f97be3",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6LJxLktKZ4Lya6clYGt5Cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.19731&pitch=0&thumbfov=100","1",,,"false","/g/11xf7w_fc9","es-419",,"-36.7773043","-59.0893963",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJbWyUG2knl5UR43v5aZlVZL8","B7203",,"51",,"0",,,,,,"2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Letamendi 440","false","BENDITA ERES",,,"https://www.google.com/maps/search/?api=1&query=BENDITA%20ERES&query_place_id=ChIJbWyUG2knl5UR43v5aZlVZL8",,
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,"Cnel. Suárez 602, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de regalos",,,,"Tienda de regalos","5039022736033715881","Rauch","true","AR",,,,,,"0x9597270032f213df:0x45ee347b046816a9",,"https://lh3.googleusercontent.com/p/AF1QipN1sKt-bnrjpOhjpwDOPtez2NVAgp7CVOwsc9Jy=w426-h240-k-no","2",,,"false","/g/11x0fg468g","es-419",,"-36.7815534","-59.0833525",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJ3xPyMgAnl5URqRZoBHs07kU","B7203",,"49",,"1","1","0","0","0","0","2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Cnel. Suárez 602","false","Deco Art","5",,"https://www.google.com/maps/search/?api=1&query=Deco%20Art&query_place_id=ChIJ3xPyMgAnl5URqRZoBHs07kU",,
,,,,,,"true",,,,,,"true",,,,,,,,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,"Alberti 134, B7203 ACD, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","6984105765666329496","ACD","true","AR",,,,,,"0x95972769222b5f4b:0x60ec8730c44c9398",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SPqTODHISukpRspZWfIdZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.010563&pitch=0&thumbfov=100","1",,,"false","/g/11bbrlhtzj","es-419",,"-36.7778227","-59.0893957",,,,,,,,,,,,,,,,"false","+54 2297 44-0721","+542297440721",,,,,,,,"ChIJS18rImknl5URmJNMxDCH7GA","B7203",,"46",,"13","12","0","0","1","0","2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Alberti 134","false","Los Chavales","4.8",,"https://www.google.com/maps/search/?api=1&query=Los%20Chavales&query_place_id=ChIJS18rImknl5URmJNMxDCH7GA",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,"ASI, Garralda 401, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","13131229962624845130","Rauch","true","AR",,,,,,"0x959727680f1fef57:0xb63b80142a38454a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0IOCR1SR1FaOf3nN1bMHng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.19394&pitch=0&thumbfov=100","1",,,"false","/g/11bbrp5wfx","es-419",,"-36.7756429","-59.0922679",,,,,,,,,,,,,,,,"false","+54 2297 44-3726","+542297443726",,,,,,,,"ChIJV-8fD2gnl5URSkU4KhSAO7Y","B7203",,"45",,"1","1","0","0","0","0","2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","ASI, Garralda 401","false","Estilo","5",,"https://www.google.com/maps/search/?api=1&query=Estilo&query_place_id=ChIJV-8fD2gnl5URSkU4KhSAO7Y",,
,,,,,,,,"true",,,"true",,,,,"true","true",,"true",,"true",,,,"true",,,"true","true",,"true",,,,,,,,,,,"Cnel. Suárez 71, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de fiambres","Quesería","Pizzería a domicilio","Pizzería","Tienda de fiambres","10072376766433679487","Rauch","false","AR",,,,,,"0x959445c35e3cb6df:0x8bc8454da72d587f",,"https://lh3.googleusercontent.com/p/AF1QipPWl_Jq_PDD1J1sRgeEjF5OSLTfN2cDFkSBYaRg=w408-h306-k-no","69",,,"false","/g/11b7y7svbz","es-419",,"-36.7764384","-59.0891366",,"domingo","7 AM to 11 PM","lunes","7 AM to 11 PM","martes","7 AM to 11 PM","miércoles","7 AM to 11 PM","jueves","7 AM to 11 PM","viernes","7 AM to 11 PM","sábado","7 AM to 11 PM","false","+54 9 249 448-3420","+5492494483420",,,,,,,,"ChIJ37Y8XsNFlJURf1gtp01FyIs","B7203",,"43",,"59","45","9","2","3","0","2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Cnel. Suárez 71","false","Sabores y Placeres","4.6",,"https://www.google.com/maps/search/?api=1&query=Sabores%20y%20Placeres&query_place_id=ChIJ37Y8XsNFlJURf1gtp01FyIs",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","2926417244315144722","Rauch","true","AR",,,,,,"0x9597274371eebd23:0x289cb8fa97fb5212",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zU0dKiQEiLv2PdoCHgSixw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=301.8618&pitch=0&thumbfov=100","1",,,"false","/g/11hbqr6pw_","es-419",,"-36.7703334","-59.0904795",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJI73ucUMnl5URElL7l_q4nCg",,,"42",,"1","0","0","0","1","0","2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires",,"false","despensa El Amanecer","3",,"https://www.google.com/maps/search/?api=1&query=despensa%20El%20Amanecer&query_place_id=ChIJI73ucUMnl5URElL7l_q4nCg",,
